,year_film,year_ceremony,ceremony,category,name,film,winner
4837,1970,1971,43,MUSIC,Henry Mancini,Sunflower,False
4838,1970,1971,43,MUSIC,Music by Fred Karlin; lyrics by Tylwyth Kymry,The Baby Maker,False
4839,1970,1971,43,MUSIC,"Music by Rod McKuen and John Scott Trotter; lyrics by Rod McKuen, Bill Melendez and Al Shean; adaptation score by Vince Guaraldi",A Boy Named Charlie Brown,False
4840,1970,1971,43,MUSIC,Music by Henry Mancini; lyrics by Johnny Mercer,Darling Lili,False
4841,1970,1971,43,MUSIC,Music and lyrics by The Beatles,Let It Be,True
4842,1970,1971,43,MUSIC,Music and lyrics by Leslie Bricusse; adaptation score by Ian Fraser and Herbert W. Spencer,Scrooge,False
4843,1970,1971,43,MUSIC,Music by Fred Karlin; Lyrics by Robb Royer (aka Robb Wilson) and James Griffin (aka Arthur James),Lovers and Other Strangers,True
4844,1970,1971,43,MUSIC,Music by Michel Legrand; Lyrics by Alan Bergman and Marilyn Bergman,Pieces of Dreams,False
4845,1970,1971,43,MUSIC,Music and Lyrics by Leslie Bricusse,Scrooge,False
4846,1970,1971,43,MUSIC,Music by Riz Ortolani; Lyrics by Arthur Hamilton,Madron,False
4847,1970,1971,43,MUSIC,Music by Henry Mancini; Lyrics by Johnny Mercer,Darling Lili,False
4848,1970,1971,43,BEST PICTURE,"Ross Hunter, Producer",Airport,False
4849,1970,1971,43,BEST PICTURE,"Bob Rafelson and Richard Wechsler, Producers",Five Easy Pieces,False
4850,1970,1971,43,BEST PICTURE,"Howard G. Minsky, Producer",Love Story,False
4851,1970,1971,43,BEST PICTURE,"Ingo Preminger, Producer",M*A*S*H,False
4852,1970,1971,43,BEST PICTURE,"Frank McCarthy, Producer",Patton,True
4880,1971,1972,44,ACTOR,Peter Finch,Sunday Bloody Sunday,False
4881,1971,1972,44,ACTOR,Gene Hackman,The French Connection,True
4882,1971,1972,44,ACTOR,Walter Matthau,Kotch,False
4883,1971,1972,44,ACTOR,George C. Scott,The Hospital,False
4884,1971,1972,44,ACTOR,Topol,Fiddler on the Roof,False
4885,1971,1972,44,SUPPORTING ACTOR,Jeff Bridges,The Last Picture Show,False
4886,1971,1972,44,SUPPORTING ACTOR,Leonard Frey,Fiddler on the Roof,False
4887,1971,1972,44,SUPPORTING ACTOR,Richard Jaeckel,Sometimes a Great Notion,False
4888,1971,1972,44,SUPPORTING ACTOR,Ben Johnson,The Last Picture Show,True
4889,1971,1972,44,SUPPORTING ACTOR,Roy Scheider,The French Connection,False
4890,1971,1972,44,ACTRESS,Julie Christie,McCabe & Mrs. Miller,False
4891,1971,1972,44,ACTRESS,Jane Fonda,Klute,True
4892,1971,1972,44,ACTRESS,Glenda Jackson,Sunday Bloody Sunday,False
4893,1971,1972,44,ACTRESS,Vanessa Redgrave,"Mary, Queen of Scots",False
4894,1971,1972,44,ACTRESS,Janet Suzman,Nicholas and Alexandra,False
4895,1971,1972,44,SUPPORTING ACTRESS,Ann-Margret,Carnal Knowledge,False
4896,1971,1972,44,SUPPORTING ACTRESS,Ellen Burstyn,The Last Picture Show,False
4897,1971,1972,44,SUPPORTING ACTRESS,Barbara Harris,Who Is Harry Kellerman and Why Is He Saying Those Terrible Things about Me?,False
4898,1971,1972,44,SUPPORTING ACTRESS,Cloris Leachman,The Last Picture Show,True
4899,1971,1972,44,SUPPORTING ACTRESS,Margaret Leighton,The Go-Between,False
4915,1971,1972,44,DIRECTING,Stanley Kubrick,A Clockwork Orange,False
4916,1971,1972,44,DIRECTING,Norman Jewison,Fiddler on the Roof,False
4917,1971,1972,44,DIRECTING,William Friedkin,The French Connection,True
4918,1971,1972,44,DIRECTING,Peter Bogdanovich,The Last Picture Show,False
4919,1971,1972,44,DIRECTING,John Schlesinger,Sunday Bloody Sunday,False
4940,1971,1972,44,MUSIC,John Barry,"Mary, Queen of Scots",False
4941,1971,1972,44,MUSIC,Richard Rodney Bennett,Nicholas and Alexandra,False
4942,1971,1972,44,MUSIC,Isaac Hayes,Shaft,False
4943,1971,1972,44,MUSIC,Jerry Fielding,Straw Dogs,False
4944,1971,1972,44,MUSIC,Michel Legrand,Summer of '42,True
4945,1971,1972,44,MUSIC,Song Score by Richard M. Sherman and Robert B. Sherman; Adaptation Score by Irwin Kostal,Bedknobs and Broomsticks,False
4946,1971,1972,44,MUSIC,Adaptation Score by Peter Maxwell Davies and Peter Greenwell,The Boy Friend,False
4947,1971,1972,44,MUSIC,Adaptation Score by John Williams,Fiddler on the Roof,True
4948,1971,1972,44,MUSIC,Adaptation Score by Dimitri Tiomkin,Tchaikovsky,False
4949,1971,1972,44,MUSIC,Song Score by Leslie Bricusse and Anthony Newley; Adaptation Score by Walter Scharf,Willy Wonka and the Chocolate Factory,False
4950,1971,1972,44,MUSIC,Music and Lyrics by Richard M. Sherman and Robert B. Sherman,Bedknobs and Broomsticks,False
4951,1971,1972,44,MUSIC,Music by Henry Mancini; Lyrics by Alan Bergman and Marilyn Bergman,Sometimes a Great Notion,False
4952,1971,1972,44,MUSIC,"Music and Lyrics by Barry DeVorzon and Perry Botkin, Jr.",Bless the Beasts & Children,False
4953,1971,1972,44,MUSIC,Music by Marvin Hamlisch; Lyrics by Johnny Mercer,Kotch,False
4954,1971,1972,44,MUSIC,Music and Lyrics by Isaac Hayes,Shaft,True
4955,1971,1972,44,BEST PICTURE,"Stanley Kubrick, Producer",A Clockwork Orange,False
4956,1971,1972,44,BEST PICTURE,"Norman Jewison, Producer",Fiddler on the Roof,False
4957,1971,1972,44,BEST PICTURE,"Philip D'Antoni, Producer",The French Connection,True
4958,1971,1972,44,BEST PICTURE,"Stephen J. Friedman, Producer",The Last Picture Show,False
4959,1971,1972,44,BEST PICTURE,"Sam Spiegel, Producer",Nicholas and Alexandra,False
4984,1972,1973,45,ACTOR,Marlon Brando,The Godfather,True
4985,1972,1973,45,ACTOR,Michael Caine,Sleuth,False
4986,1972,1973,45,ACTOR,Laurence Olivier,Sleuth,False
4987,1972,1973,45,ACTOR,Peter O'Toole,The Ruling Class,False
4988,1972,1973,45,ACTOR,Paul Winfield,Sounder,False
4989,1972,1973,45,SUPPORTING ACTOR,Eddie Albert,The Heartbreak Kid,False
4990,1972,1973,45,SUPPORTING ACTOR,James Caan,The Godfather,False
4991,1972,1973,45,SUPPORTING ACTOR,Robert Duvall,The Godfather,False
4992,1972,1973,45,SUPPORTING ACTOR,Joel Grey,Cabaret,True
4993,1972,1973,45,SUPPORTING ACTOR,Al Pacino,The Godfather,False
4994,1972,1973,45,ACTRESS,Liza Minnelli,Cabaret,True
4995,1972,1973,45,ACTRESS,Diana Ross,Lady Sings the Blues,False
4996,1972,1973,45,ACTRESS,Maggie Smith,Travels with My Aunt,False
4997,1972,1973,45,ACTRESS,Cicely Tyson,Sounder,False
4998,1972,1973,45,ACTRESS,Liv Ullmann,The Emigrants,False
4999,1972,1973,45,SUPPORTING ACTRESS,Jeannie Berlin,The Heartbreak Kid,False
5000,1972,1973,45,SUPPORTING ACTRESS,Eileen Heckart,Butterflies Are Free,True
5001,1972,1973,45,SUPPORTING ACTRESS,Geraldine Page,Pete 'n' Tillie,False
5002,1972,1973,45,SUPPORTING ACTRESS,Susan Tyrrell,Fat City,False
5003,1972,1973,45,SUPPORTING ACTRESS,Shelley Winters,The Poseidon Adventure,False
5019,1972,1973,45,DIRECTING,Bob Fosse,Cabaret,True
5020,1972,1973,45,DIRECTING,John Boorman,Deliverance,False
5021,1972,1973,45,DIRECTING,Jan Troell,The Emigrants,False
5022,1972,1973,45,DIRECTING,Francis Ford Coppola,The Godfather,False
5023,1972,1973,45,DIRECTING,Joseph L. Mankiewicz,Sleuth,False
5044,1972,1973,45,MUSIC,Nino Rota,The Godfather,False
5045,1972,1973,45,MUSIC,John Williams,images,False
5046,1972,1973,45,MUSIC,"Charles Chaplin, Raymond Rasch, Larry Russell",Limelight,True
5047,1972,1973,45,MUSIC,Buddy Baker,Napoleon and Samantha,False
5048,1972,1973,45,MUSIC,John Williams,The Poseidon Adventure,False
5049,1972,1973,45,MUSIC,John Addison,Sleuth,False
5050,1972,1973,45,MUSIC,Adaptation Score by Ralph Burns,Cabaret,True
5051,1972,1973,45,MUSIC,Adaptation Score by Gil Askey,Lady Sings the Blues,False
5052,1972,1973,45,MUSIC,Adaptation Score by Laurence Rosenthal,Man of La Mancha,False
5053,1972,1973,45,MUSIC,Music by Walter Scharf; Lyrics by Don Black,Ben,False
5054,1972,1973,45,MUSIC,Music by Fred Karlin; Lyrics by Marsha Karlin,The Little Ark,False
5055,1972,1973,45,MUSIC,Music by Maurice Jarre; Lyrics by Marilyn Bergman and Alan Bergman,The Life and Times of Judge Roy Bean,False
5056,1972,1973,45,MUSIC,Music and Lyrics by Al Kasha and Joel Hirschhorn,The Poseidon Adventure,True
5057,1972,1973,45,MUSIC,Music by Sammy Fain; Lyrics by Paul Francis Webster,The Stepmother,False
5058,1972,1973,45,BEST PICTURE,"Cy Feuer, Producer",Cabaret,False
5059,1972,1973,45,BEST PICTURE,"John Boorman, Producer",Deliverance,False
5060,1972,1973,45,BEST PICTURE,"Bengt Forslund, Producer",The Emigrants,False
5061,1972,1973,45,BEST PICTURE,"Albert S. Ruddy, Producer",The Godfather,True
5062,1972,1973,45,BEST PICTURE,"Robert B. Radnitz, Producer",Sounder,False
5088,1973,1974,46,ACTOR,Marlon Brando,Last Tango in Paris,False
5089,1973,1974,46,ACTOR,Jack Lemmon,Save the Tiger,True
5090,1973,1974,46,ACTOR,Jack Nicholson,The Last Detail,False
5091,1973,1974,46,ACTOR,Al Pacino,Serpico,False
5092,1973,1974,46,ACTOR,Robert Redford,The Sting,False
5093,1973,1974,46,SUPPORTING ACTOR,Vincent Gardenia,Bang the Drum Slowly,False
5094,1973,1974,46,SUPPORTING ACTOR,Jack Gilford,Save the Tiger,False
5095,1973,1974,46,SUPPORTING ACTOR,John Houseman,The Paper Chase,True
5096,1973,1974,46,SUPPORTING ACTOR,Jason Miller,The Exorcist,False
5097,1973,1974,46,SUPPORTING ACTOR,Randy Quaid,The Last Detail,False
5098,1973,1974,46,ACTRESS,Ellen Burstyn,The Exorcist,False
5099,1973,1974,46,ACTRESS,Glenda Jackson,A Touch of Class,True
5100,1973,1974,46,ACTRESS,Marsha Mason,Cinderella Liberty,False
5101,1973,1974,46,ACTRESS,Barbra Streisand,The Way We Were,False
5102,1973,1974,46,ACTRESS,Joanne Woodward,"Summer Wishes, Winter Dreams",False
5103,1973,1974,46,SUPPORTING ACTRESS,Linda Blair,The Exorcist,False
5104,1973,1974,46,SUPPORTING ACTRESS,Candy Clark,American Graffiti,False
5105,1973,1974,46,SUPPORTING ACTRESS,Madeline Kahn,Paper Moon,False
5106,1973,1974,46,SUPPORTING ACTRESS,Tatum O'Neal,Paper Moon,True
5107,1973,1974,46,SUPPORTING ACTRESS,Sylvia Sidney,"Summer Wishes, Winter Dreams",False
5123,1973,1974,46,DIRECTING,George Lucas,American Graffiti,False
5124,1973,1974,46,DIRECTING,Ingmar Bergman,Cries and Whispers,False
5125,1973,1974,46,DIRECTING,William Friedkin,The Exorcist,False
5126,1973,1974,46,DIRECTING,Bernardo Bertolucci,Last Tango in Paris,False
5127,1973,1974,46,DIRECTING,George Roy Hill,The Sting,True
5148,1973,1974,46,MUSIC,John Williams,Cinderella Liberty,False
5149,1973,1974,46,MUSIC,Georges Delerue,The Day of the Dolphin,False
5150,1973,1974,46,MUSIC,Jerry Goldsmith,Papillon,False
5151,1973,1974,46,MUSIC,John Cameron,A Touch of Class,False
5152,1973,1974,46,MUSIC,Marvin Hamlisch,The Way We Were,True
5153,1973,1974,46,MUSIC,"Adaptation Score by Andre Previn, Herbert Spencer and Andrew Lloyd Webber",Jesus Christ Superstar,False
5154,1973,1974,46,MUSIC,Adaptation Score by Marvin Hamlisch,The Sting,True
5155,1973,1974,46,MUSIC,Song Score by Richard M. Sherman and Robert B. Sherman; Adaptation Score by John Williams,Tom Sawyer,False
5156,1973,1974,46,MUSIC,Music by George Barrie; Lyrics by Sammy Cahn,A Touch of Class,False
5157,1973,1974,46,MUSIC,Music and Lyrics by Paul McCartney and Linda McCartney,Live and Let Die,False
5158,1973,1974,46,MUSIC,Music by George Bruns; Lyrics by Floyd Huddleston,Robin Hood,False
5159,1973,1974,46,MUSIC,Music by John Williams; Lyrics by Paul Williams,Cinderella Liberty,False
5160,1973,1974,46,MUSIC,Music by Marvin Hamlisch; Lyrics by Alan Bergman and Marilyn Bergman,The Way We Were,True
5161,1973,1974,46,BEST PICTURE,"Francis Ford Coppola, Producer;  Gary Kurtz, Co-Producer",American Graffiti,False
5162,1973,1974,46,BEST PICTURE,"Ingmar Bergman, Producer",Cries and Whispers,False
5163,1973,1974,46,BEST PICTURE,"William Peter Blatty, Producer",The Exorcist,False
5164,1973,1974,46,BEST PICTURE,"Tony Bill, Michael Phillips and Julia Phillips, Producers",The Sting,True
5165,1973,1974,46,BEST PICTURE,"Melvin Frank, Producer",A Touch of Class,False
5191,1974,1975,47,ACTOR,Art Carney,Harry and Tonto,True
5192,1974,1975,47,ACTOR,Albert Finney,Murder on the Orient Express,False
5193,1974,1975,47,ACTOR,Dustin Hoffman,Lenny,False
5194,1974,1975,47,ACTOR,Jack Nicholson,Chinatown,False
5195,1974,1975,47,ACTOR,Al Pacino,The Godfather Part II,False
5196,1974,1975,47,SUPPORTING ACTOR,Fred Astaire,The Towering Inferno,False
5197,1974,1975,47,SUPPORTING ACTOR,Jeff Bridges,Thunderbolt and Lightfoot,False
5198,1974,1975,47,SUPPORTING ACTOR,Robert De Niro,The Godfather Part II,True
5199,1974,1975,47,SUPPORTING ACTOR,Michael V. Gazzo,The Godfather Part II,False
5200,1974,1975,47,SUPPORTING ACTOR,Lee Strasberg,The Godfather Part II,False
5201,1974,1975,47,ACTRESS,Ellen Burstyn,Alice Doesn't Live Here Anymore,True
5202,1974,1975,47,ACTRESS,Diahann Carroll,Claudine,False
5203,1974,1975,47,ACTRESS,Faye Dunaway,Chinatown,False
5204,1974,1975,47,ACTRESS,Valerie Perrine,Lenny,False
5205,1974,1975,47,ACTRESS,Gena Rowlands,A Woman under the Influence,False
5206,1974,1975,47,SUPPORTING ACTRESS,Ingrid Bergman,Murder on the Orient Express,True
5207,1974,1975,47,SUPPORTING ACTRESS,Valentina Cortese,Day for Night,False
5208,1974,1975,47,SUPPORTING ACTRESS,Madeline Kahn,Blazing Saddles,False
5209,1974,1975,47,SUPPORTING ACTRESS,Diane Ladd,Alice Doesn't Live Here Anymore,False
5210,1974,1975,47,SUPPORTING ACTRESS,Talia Shire,The Godfather Part II,False
5226,1974,1975,47,DIRECTING,Roman Polanski,Chinatown,False
5227,1974,1975,47,DIRECTING,Francois Truffaut,Day for Night,False
5228,1974,1975,47,DIRECTING,Francis Ford Coppola,The Godfather Part II,True
5229,1974,1975,47,DIRECTING,Bob Fosse,Lenny,False
5230,1974,1975,47,DIRECTING,John Cassavetes,A Woman under the Influence,False
5251,1974,1975,47,MUSIC,Jerry Goldsmith,Chinatown,False
5252,1974,1975,47,MUSIC,"Nino Rota, Carmine Coppola",The Godfather Part II,True
5253,1974,1975,47,MUSIC,Richard Rodney Bennett,Murder on the Orient Express,False
5254,1974,1975,47,MUSIC,Alex North,Shanks,False
5255,1974,1975,47,MUSIC,John Williams,The Towering Inferno,False
5256,1974,1975,47,MUSIC,Adaptation Score by Nelson Riddle,The Great Gatsby,True
5257,1974,1975,47,MUSIC,Song Score by Alan Jay Lerner and Frederick Loewe; Adaptation Score by Angela Morley and Douglas Gamley,The Little Prince,False
5258,1974,1975,47,MUSIC,Song Score by Paul Williams; Adaptation Score by Paul Williams and George Aliceson Tipton,Phantom of the Paradise,False
5259,1974,1975,47,MUSIC,Music by Euel Box; Lyrics by Betty Box,Benji,False
5260,1974,1975,47,MUSIC,Music by John Morris; Lyrics by Mel Brooks,Blazing Saddles,False
5261,1974,1975,47,MUSIC,Music by Frederick Loewe; Lyrics by Alan Jay Lerner,The Little Prince,False
5262,1974,1975,47,MUSIC,Music and Lyrics by Al Kasha and Joel Hirschhorn,The Towering Inferno,True
5263,1974,1975,47,MUSIC,Music by Elmer Bernstein; Lyrics by Don Black,Gold,False
5264,1974,1975,47,BEST PICTURE,"Robert Evans, Producer",Chinatown,False
5265,1974,1975,47,BEST PICTURE,"Francis Ford Coppola, Producer;  Fred Roos, Co-Producer",The Conversation,False
5266,1974,1975,47,BEST PICTURE,"Francis Ford Coppola, Producer;  Gray Frederickson and Fred Roos, Co-Producers",The Godfather Part II,True
5267,1974,1975,47,BEST PICTURE,"Marvin Worth, Producer",Lenny,False
5268,1974,1975,47,BEST PICTURE,"Irwin Allen, Producer",The Towering Inferno,False
5298,1975,1976,48,ACTOR,Walter Matthau,The Sunshine Boys,False
5299,1975,1976,48,ACTOR,Jack Nicholson,One Flew over the Cuckoo's Nest,True
5300,1975,1976,48,ACTOR,Al Pacino,Dog Day Afternoon,False
5301,1975,1976,48,ACTOR,Maximilian Schell,The Man in the Glass Booth,False
5302,1975,1976,48,ACTOR,James Whitmore,"Give 'em Hell, Harry!",False
5303,1975,1976,48,SUPPORTING ACTOR,George Burns,The Sunshine Boys,True
5304,1975,1976,48,SUPPORTING ACTOR,Brad Dourif,One Flew over the Cuckoo's Nest,False
5305,1975,1976,48,SUPPORTING ACTOR,Burgess Meredith,The Day of the Locust,False
5306,1975,1976,48,SUPPORTING ACTOR,Chris Sarandon,Dog Day Afternoon,False
5307,1975,1976,48,SUPPORTING ACTOR,Jack Warden,Shampoo,False
5308,1975,1976,48,ACTRESS,Isabelle Adjani,The Story of Adele H.,False
5309,1975,1976,48,ACTRESS,Ann-Margret,Tommy,False
5310,1975,1976,48,ACTRESS,Louise Fletcher,One Flew over the Cuckoo's Nest,True
5311,1975,1976,48,ACTRESS,Glenda Jackson,Hedda,False
5312,1975,1976,48,ACTRESS,Carol Kane,Hester Street,False
5313,1975,1976,48,SUPPORTING ACTRESS,Ronee Blakley,Nashville,False
5314,1975,1976,48,SUPPORTING ACTRESS,Lee Grant,Shampoo,True
5315,1975,1976,48,SUPPORTING ACTRESS,Sylvia Miles,"Farewell, My Lovely",False
5316,1975,1976,48,SUPPORTING ACTRESS,Lily Tomlin,Nashville,False
5317,1975,1976,48,SUPPORTING ACTRESS,Brenda Vaccaro,Jacqueline Susann's Once Is Not Enough,False
5333,1975,1976,48,DIRECTING,Federico Fellini,Amarcord,False
5334,1975,1976,48,DIRECTING,Stanley Kubrick,Barry Lyndon,False
5335,1975,1976,48,DIRECTING,Sidney Lumet,Dog Day Afternoon,False
5336,1975,1976,48,DIRECTING,Robert Altman,Nashville,False
5337,1975,1976,48,DIRECTING,Milos Forman,One Flew over the Cuckoo's Nest,True
5358,1975,1976,48,MUSIC,Gerald Fried,"Birds Do It, Bees Do It",False
5359,1975,1976,48,MUSIC,Alex North,Bite the Bullet,False
5360,1975,1976,48,MUSIC,John Williams,Jaws,True
5361,1975,1976,48,MUSIC,Jack Nitzsche,One Flew over the Cuckoo's Nest,False
5362,1975,1976,48,MUSIC,Jerry Goldsmith,The Wind and the Lion,False
5363,1975,1976,48,MUSIC,Adaptation Score by Leonard Rosenman,Barry Lyndon,True
5364,1975,1976,48,MUSIC,Adaptation Score by Peter Matz,Funny Lady,False
5365,1975,1976,48,MUSIC,Adaptation Score by Peter Townshend,Tommy,False
5366,1975,1976,48,MUSIC,Music and Lyrics by Fred Ebb and John Kander,Funny Lady,False
5367,1975,1976,48,MUSIC,Music and Lyrics by Keith Carradine,Nashville,True
5368,1975,1976,48,MUSIC,Music by George Barrie; Lyrics by Sammy Cahn,Whiffs,False
5369,1975,1976,48,MUSIC,Music by Charles Fox; Lyrics by Norman Gimbel,The Other Side of the Mountain,False
5370,1975,1976,48,MUSIC,Music by Michael Masser; Lyrics by Gerry Goffin,Mahogany,False
5371,1975,1976,48,BEST PICTURE,"Stanley Kubrick, Producer",Barry Lyndon,False
5372,1975,1976,48,BEST PICTURE,"Martin Bregman and Martin Elfand, Producers",Dog Day Afternoon,False
5373,1975,1976,48,BEST PICTURE,"Richard D. Zanuck and David Brown, Producers",Jaws,False
5374,1975,1976,48,BEST PICTURE,"Robert Altman, Producer",Nashville,False
5375,1975,1976,48,BEST PICTURE,"Saul Zaentz and Michael Douglas, Producers",One Flew over the Cuckoo's Nest,True
5405,1976,1977,49,ACTOR,Robert De Niro,Taxi Driver,False
5406,1976,1977,49,ACTOR,Peter Finch,Network,True
5407,1976,1977,49,ACTOR,Giancarlo Giannini,Seven Beauties,False
5408,1976,1977,49,ACTOR,William Holden,Network,False
5409,1976,1977,49,ACTOR,Sylvester Stallone,Rocky,False
5410,1976,1977,49,SUPPORTING ACTOR,Ned Beatty,Network,False
5411,1976,1977,49,SUPPORTING ACTOR,Burgess Meredith,Rocky,False
5412,1976,1977,49,SUPPORTING ACTOR,Laurence Olivier,Marathon Man,False
5413,1976,1977,49,SUPPORTING ACTOR,Jason Robards,All the President's Men,True
5414,1976,1977,49,SUPPORTING ACTOR,Burt Young,Rocky,False
5415,1976,1977,49,ACTRESS,Marie-Christine Barrault,"Cousin, Cousine",False
5416,1976,1977,49,ACTRESS,Faye Dunaway,Network,True
5417,1976,1977,49,ACTRESS,Talia Shire,Rocky,False
5418,1976,1977,49,ACTRESS,Sissy Spacek,Carrie,False
5419,1976,1977,49,ACTRESS,Liv Ullmann,Face to Face,False
5420,1976,1977,49,SUPPORTING ACTRESS,Jane Alexander,All the President's Men,False
5421,1976,1977,49,SUPPORTING ACTRESS,Jodie Foster,Taxi Driver,False
5422,1976,1977,49,SUPPORTING ACTRESS,Lee Grant,Voyage of the Damned,False
5423,1976,1977,49,SUPPORTING ACTRESS,Piper Laurie,Carrie,False
5424,1976,1977,49,SUPPORTING ACTRESS,Beatrice Straight,Network,True
5440,1976,1977,49,DIRECTING,Alan J. Pakula,All the President's Men,False
5441,1976,1977,49,DIRECTING,Ingmar Bergman,Face to Face,False
5442,1976,1977,49,DIRECTING,Sidney Lumet,Network,False
5443,1976,1977,49,DIRECTING,John G. Avildsen,Rocky,True
5444,1976,1977,49,DIRECTING,Lina Wertmüller,Seven Beauties,False
5465,1976,1977,49,MUSIC,Bernard Herrmann,Obsession,False
5466,1976,1977,49,MUSIC,Jerry Goldsmith,The Omen,True
5467,1976,1977,49,MUSIC,Jerry Fielding,The Outlaw Josey Wales,False
5468,1976,1977,49,MUSIC,Bernard Herrmann,Taxi Driver,False
5469,1976,1977,49,MUSIC,Lalo Schifrin,Voyage of the Damned,False
5470,1976,1977,49,MUSIC,Adaptation Score by Leonard Rosenman,Bound for Glory,True
5471,1976,1977,49,MUSIC,Song Score and Adaptation Score by Paul Williams,Bugsy Malone,False
5472,1976,1977,49,MUSIC,Adaptation Score by Roger Kellaway,A Star Is Born,False
5473,1976,1977,49,MUSIC,Music by Sammy Fain; Lyrics by Paul Francis Webster,Half a House,False
5474,1976,1977,49,MUSIC,Music and Lyrics by Jerry Goldsmith,The Omen,False
5475,1976,1977,49,MUSIC,Music by Henry Mancini; Lyrics by Don Black,The Pink Panther Strikes Again,False
5476,1976,1977,49,MUSIC,Music by Barbra Streisand; Lyrics by Paul Williams,A Star Is Born,True
5477,1976,1977,49,MUSIC,Music by Bill Conti; Lyrics by Carol Connors and Ayn Robbins,Rocky,False
5478,1976,1977,49,BEST PICTURE,"Walter Coblenz, Producer",All the President's Men,False
5479,1976,1977,49,BEST PICTURE,"Robert F. Blumofe and Harold Leventhal, Producers",Bound for Glory,False
5480,1976,1977,49,BEST PICTURE,"Howard Gottfried, Producer",Network,False
5481,1976,1977,49,BEST PICTURE,"Irwin Winkler and Robert Chartoff, Producers",Rocky,True
5482,1976,1977,49,BEST PICTURE,"Michael Phillips and Julia Phillips, Producers",Taxi Driver,False
5509,1977,1978,50,ACTOR,Woody Allen,Annie Hall,False
5510,1977,1978,50,ACTOR,Richard Burton,Equus,False
5511,1977,1978,50,ACTOR,Richard Dreyfuss,The Goodbye Girl,True
5512,1977,1978,50,ACTOR,Marcello Mastroianni,A Special Day,False
5513,1977,1978,50,ACTOR,John Travolta,Saturday Night Fever,False
5514,1977,1978,50,SUPPORTING ACTOR,Mikhail Baryshnikov,The Turning Point,False
5515,1977,1978,50,SUPPORTING ACTOR,Peter Firth,Equus,False
5516,1977,1978,50,SUPPORTING ACTOR,Alec Guinness,Star Wars,False
5517,1977,1978,50,SUPPORTING ACTOR,Jason Robards,Julia,True
5518,1977,1978,50,SUPPORTING ACTOR,Maximilian Schell,Julia,False
5519,1977,1978,50,ACTRESS,Anne Bancroft,The Turning Point,False
5520,1977,1978,50,ACTRESS,Jane Fonda,Julia,False
5521,1977,1978,50,ACTRESS,Diane Keaton,Annie Hall,True
5522,1977,1978,50,ACTRESS,Shirley MacLaine,The Turning Point,False
5523,1977,1978,50,ACTRESS,Marsha Mason,The Goodbye Girl,False
5524,1977,1978,50,SUPPORTING ACTRESS,Leslie Browne,The Turning Point,False
5525,1977,1978,50,SUPPORTING ACTRESS,Quinn Cummings,The Goodbye Girl,False
5526,1977,1978,50,SUPPORTING ACTRESS,Melinda Dillon,Close Encounters of the Third Kind,False
5527,1977,1978,50,SUPPORTING ACTRESS,Vanessa Redgrave,Julia,True
5528,1977,1978,50,SUPPORTING ACTRESS,Tuesday Weld,Looking for Mr. Goodbar,False
5544,1977,1978,50,DIRECTING,Woody Allen,Annie Hall,True
5545,1977,1978,50,DIRECTING,Steven Spielberg,Close Encounters of the Third Kind,False
5546,1977,1978,50,DIRECTING,Fred Zinnemann,Julia,False
5547,1977,1978,50,DIRECTING,George Lucas,Star Wars,False
5548,1977,1978,50,DIRECTING,Herbert Ross,The Turning Point,False
5569,1977,1978,50,MUSIC,John Williams,Close Encounters of the Third Kind,False
5570,1977,1978,50,MUSIC,Georges Delerue,Julia,False
5571,1977,1978,50,MUSIC,Maurice Jarre,Mohammad - Messenger of God,False
5572,1977,1978,50,MUSIC,Marvin Hamlisch,The Spy Who Loved Me,False
5573,1977,1978,50,MUSIC,John Williams,Star Wars,True
5574,1977,1978,50,MUSIC,Adaptation Score by Jonathan Tunick,A Little Night Music,True
5575,1977,1978,50,MUSIC,Song Score by Al Kasha and Joel Hirschhorn; Adaptation Score by Irwin Kostal,Pete's Dragon,False
5576,1977,1978,50,MUSIC,Song Score by Richard M. Sherman and Robert B. Sherman; Adaptation Score by Angela Morley,The Slipper and the Rose--The Story of Cinderella,False
5577,1977,1978,50,MUSIC,Music and Lyrics by Al Kasha and Joel Hirschhorn,Pete's Dragon,False
5578,1977,1978,50,MUSIC,Music by Marvin Hamlisch; Lyrics by Carole Bayer Sager,The Spy Who Loved Me,False
5579,1977,1978,50,MUSIC,Music and Lyrics by Richard M. Sherman and Robert B. Sherman,The Slipper and the Rose--The Story of Cinderella,False
5580,1977,1978,50,MUSIC,Music by Sammy Fain; Lyrics by Carol Connors and Ayn Robbins,The Rescuers,False
5581,1977,1978,50,MUSIC,Music and Lyrics by Joseph Brooks,You Light Up My Life,True
5582,1977,1978,50,BEST PICTURE,"Charles H. Joffe, Producer",Annie Hall,True
5583,1977,1978,50,BEST PICTURE,"Ray Stark, Producer",The Goodbye Girl,False
5584,1977,1978,50,BEST PICTURE,"Richard Roth, Producer",Julia,False
5585,1977,1978,50,BEST PICTURE,"Gary Kurtz, Producer",Star Wars,False
5586,1977,1978,50,BEST PICTURE,"Herbert Ross and Arthur Laurents, Producers",The Turning Point,False
5618,1978,1979,51,ACTOR,Warren Beatty,Heaven Can Wait,False
5619,1978,1979,51,ACTOR,Gary Busey,The Buddy Holly Story,False
5620,1978,1979,51,ACTOR,Robert De Niro,The Deer Hunter,False
5621,1978,1979,51,ACTOR,Laurence Olivier,The Boys from Brazil,False
